file,page,page_title,order_on_page,nearby_label,alt_text,width,height,bytes,pos_x_pct,pos_y_pct,w_pct,h_pct,media_id
p2_16_yala_0bf5ec51.png,2,Itinerary,16,YALA,,1000,584,954423,0,53.2,20.7,15.1,0bf5ec51-6f7a-4407-b381-0c55bc71ecc4
p2_17_mirissa_c4e80fe8.png,2,Itinerary,17,MIRISSA,,960,720,1242068,20.7,53.2,22.3,20.9,c4e80fe8-bca6-43fe-9dc4-86dbf9866d9f
p2_18_yala_78f23d45.png,2,Itinerary,18,YALA,,626,418,364460,-4.7,66.5,28.2,23.5,78f23d45-a947-45c3-b417-bf450e9a47dd
p2_19_galle_3256d1fd.png,2,Itinerary,19,GALLE,,1200,706,974889,52,68,22,16.1,3256d1fd-7cb4-479e-bff4-c41e53b86de6
p1_19_d5eb0c97.jpg,2,Itinerary,20,,,736,1081,166778,40.6,68.9,12.1,22.3,d5eb0c97-8b2f-405b-9e26-3226ebdf283a
p2_21_colombo_8541d2fc.png,2,Itinerary,21,COLOMBO,,750,561,425806,72.6,69.8,16.6,15.5,8541d2fc-b505-4ba5-a181-12715db558bd
p2_22_mirissa_214aceda.png,2,Itinerary,22,MIRISSA,,1200,800,1265441,23.5,72.3,17.4,14.5,214aceda-84df-4c33-9b3a-4f5bd874cc3f
p2_23_colombo_69e199e7.png,2,Itinerary,23,COLOMBO,,1500,1000,1872255,77.8,72.9,32.8,27.4,69e199e7-b15b-4ef2-a63e-c0f98f0fb337
p2_24_7b94d496.png,2,Itinerary,24,,,1600,800,1066011,41.4,82.1,33.5,20.9,7b94d496-5703-445d-a332-d7f231f9d361
p2_25_e6e7955a.png,2,Itinerary,25,,,438,280,223955,-0.2,83.4,24.2,19.4,e6e7955a-7043-4e8c-bce1-763165cfb449
p2_26_953579dd.png,2,Itinerary,26,,,700,456,720118,68.7,84,19.6,16,953579dd-aa12-4d70-8180-d6b458eea49f
p2_27_578173d7.png,2,Itinerary,27,,,1200,800,2242168,24.1,86.1,19.4,16.2,578173d7-3dd2-4048-b0e3-e6aa3be72ea4
p2_03_kandy_7c1ae5ce.png,3,Itinerary,1,KANDY,,960,640,868265,19,3.5,29.9,24.9,7c1ae5ce-5932-4da7-acbe-090741e762f1
p2_04_negombo_669c5191.png,3,Itinerary,2,NEGOMBO,,900,1200,887764,-2.3,3.8,23.1,38.4,669c5191-fa4e-45a8-8f63-cd7605cf8ee5
p2_05_ella_26905114.png,3,Itinerary,3,ELLA,,1500,1000,1938162,74.8,5.6,26.3,21.9,26905114-07db-4b53-a341-396e3a288a60
p2_06_sigiriya_d0ab1c32.png,3,Itinerary,4,SIGIRIYA,,800,533,452439,47.8,5.7,28,23.3,d0ab1c32-190d-4651-a85c-6548cf9de923
p2_07_negombo_0bbb28d6.png,3,Itinerary,5,NEGOMBO,,705,468,376889,-8.8,24.5,33.8,28.1,0bbb28d6-24aa-43b4-821e-cd284acfee45
p2_08_galle_99f3da8d.png,3,Itinerary,6,GALLE,,1024,768,1254022,39.3,24.8,25.9,24.3,99f3da8d-00f0-4c3a-b1f9-deaadf2ada91
p2_09_galle_cdda466c.png,3,Itinerary,7,GALLE,,1600,1067,3320523,53.8,26.8,32.3,27,cdda466c-d94c-4fa3-87c4-b19261e36dcf
p2_10_colombo_95a5cb43.png,3,Itinerary,8,COLOMBO,,600,450,558950,80.1,27.2,21.4,20.1,95a5cb43-c158-4abe-a923-d6041a27fb6b
p2_11_mirissa_c672f37f.png,3,Itinerary,9,MIRISSA,,800,450,862528,18.6,27.4,28.1,19.7,c672f37f-8374-4203-91ab-35bcd1e741c7
p2_13_galle_c6c0f09c.png,3,Itinerary,10,GALLE,,1366,768,1100108,46,50.3,28.6,20.1,c6c0f09c-9156-425a-a310-f5ba2e113dbd
p2_14_galle_afcc05bb.png,3,Itinerary,11,GALLE,,1600,1600,3999918,40.7,52.7,14.4,18,afcc05bb-6bf5-432a-b462-5afe26416da0
p2_15_colombo_1b49b9e8.png,3,Itinerary,12,COLOMBO,,1920,1080,2179070,72.6,52.7,28.5,20.1,1b49b9e8-47d9-43b2-bcf4-615409dd64b3
p2_16_yala_0bf5ec51.png,3,Itinerary,13,YALA,,1000,584,954423,0,53.2,20.7,15.1,0bf5ec51-6f7a-4407-b381-0c55bc71ecc4
p2_17_mirissa_c4e80fe8.png,3,Itinerary,14,MIRISSA,,960,720,1242068,20.7,53.2,22.3,20.9,c4e80fe8-bca6-43fe-9dc4-86dbf9866d9f
p2_18_yala_78f23d45.png,3,Itinerary,15,YALA,,626,418,364460,-4.7,66.5,28.2,23.5,78f23d45-a947-45c3-b417-bf450e9a47dd
p2_19_galle_3256d1fd.png,3,Itinerary,16,GALLE,,1200,706,974889,52,68,22,16.1,3256d1fd-7cb4-479e-bff4-c41e53b86de6
p1_19_d5eb0c97.jpg,3,Itinerary,17,,,736,1081,166778,40.6,68.9,12.1,22.3,d5eb0c97-8b2f-405b-9e26-3226ebdf283a
p2_21_colombo_8541d2fc.png,3,Itinerary,18,COLOMBO,,750,561,425806,72.6,69.8,16.6,15.5,8541d2fc-b505-4ba5-a181-12715db558bd
p2_22_mirissa_214aceda.png,3,Itinerary,19,MIRISSA,,1200,800,1265441,23.5,72.3,17.4,14.5,214aceda-84df-4c33-9b3a-4f5bd874cc3f
p2_23_colombo_69e199e7.png,3,Itinerary,20,COLOMBO,,1500,1000,1872255,77.8,72.9,32.8,27.4,69e199e7-b15b-4ef2-a63e-c0f98f0fb337
p2_24_7b94d496.png,3,Itinerary,21,,,1600,800,1066011,41.4,82.1,33.5,20.9,7b94d496-5703-445d-a332-d7f231f9d361
p2_25_e6e7955a.png,3,Itinerary,22,,,438,280,223955,-0.2,83.4,24.2,19.4,e6e7955a-7043-4e8c-bce1-763165cfb449
p2_26_953579dd.png,3,Itinerary,23,,,700,456,720118,68.7,84,19.6,16,953579dd-aa12-4d70-8180-d6b458eea49f
p2_27_578173d7.png,3,Itinerary,24,,,1200,800,2242168,24.1,86.1,19.4,16.2,578173d7-3dd2-4048-b0e3-e6aa3be72ea4
